"","feature1","feature2","feature3","feature4"
"23798",0,0,2,-2
"23799",0,0,2,-2
"23800",3,-1,3,-1
"23801",3,-1,7,3
"23802",2,-2,3,-1
"23803",6,6,2,-2
"23804",3,-1,2,-2
"23805",1,-3,1,-3
"23806",0,0,2,-2
"23807",0,0,4,0
"23808",5,2,2,-2
"23809",4,1,1,-3
"23810",1,-3,1,-3
"23811",0,0,4,0
"23812",1,-3,5,1
"23813",3,-1,2,-2
"23814",5,2,4,0
"23815",0,0,4,0
"23816",3,-1,2,-2
"23817",0,0,2,-2
"23818",3,-1,3,-1
"23819",3,-1,1,-3
"23820",1,-3,7,3
"23821",4,1,7,3
"23822",5,2,6,2
"23823",4,1,5,1
"23824",5,2,3,-1
"23825",1,-3,5,1
"23826",2,-2,6,2
"23827",5,2,4,0
"23828",0,0,7,3
"23829",1,-3,1,-3
"23830",6,6,4,0
"23831",5,2,7,3
"23832",3,-1,3,-1
"23833",5,2,2,-2
"23834",2,-2,5,1
"23835",4,1,6,2
"23836",2,-2,3,-1
"23837",3,-1,5,1
"23838",4,1,7,3
"23839",5,2,5,1
"23840",6,6,7,3
"23841",3,-1,7,3
"23842",1,-3,2,-2
"23843",2,-2,6,2
"23844",6,6,1,-3
"23845",2,-2,2,-2
"23846",0,0,2,-2
"23847",3,-1,7,3
"23848",2,-2,3,-1
"23849",0,0,6,2
"23850",2,-2,7,3
"23851",1,-3,2,-2
"23852",1,-3,3,-1
"23853",2,-2,3,-1
"23854",1,-3,3,-1
"23855",0,0,7,3
"23856",5,2,1,-3
"23857",3,-1,7,3
"23858",2,-2,7,3
"23859",2,-2,2,-2
"23860",0,0,2,-2
"23861",3,-1,4,0
"23862",5,2,4,0
"23863",3,-1,4,0
"23864",6,6,4,0
"23865",5,2,1,-3
"23866",1,-3,1,-3
"23867",2,-2,2,-2
"23868",3,-1,4,0
"23869",1,-3,2,-2
"23870",5,2,1,-3
"23871",3,-1,4,0
"23872",2,-2,4,0
"23873",1,-3,2,-2
"23874",4,1,7,3
"23875",1,-3,4,0
"23876",1,-3,5,1
"23877",2,-2,1,-3
"23878",3,-1,2,-2
"23879",0,0,1,-3
"23880",2,-2,7,3
"23881",1,-3,3,-1
"23882",3,-1,7,3
"23883",5,2,4,0
"23884",3,-1,2,-2
"23885",0,0,7,3
"23886",3,-1,1,-3
"23887",2,-2,1,-3
"23888",6,6,5,1
"23889",5,2,7,3
"23890",6,6,1,-3
"23891",1,-3,4,0
"23892",2,-2,6,2
"23893",1,-3,7,3
"23894",1,-3,4,0
"23895",1,-3,1,-3
"23896",6,6,2,-2
"23897",5,2,1,-3
"23898",5,2,4,0
"23899",2,-2,7,3
"23900",2,-2,7,3
"23901",3,-1,7,3
"23902",3,-1,3,-1
"23903",5,2,3,-1
"23904",0,0,3,-1
"23905",6,6,6,2
"23906",2,-2,7,3
"23907",2,-2,2,-2
"23908",0,0,1,-3
"23909",4,1,4,0
"23910",3,-1,3,-1
"23911",6,6,2,-2
"23912",2,-2,1,-3
"23913",0,0,6,2
"23914",1,-3,4,0
"23915",1,-3,1,-3
"23916",0,0,7,3
"23917",3,-1,5,1
"23918",1,-3,3,-1
"23919",0,0,1,-3
"23920",0,0,3,-1
"23921",2,-2,2,-2
"23922",1,-3,7,3
"23923",2,-2,3,-1
"23924",0,0,4,0
"23925",0,0,6,2
"23926",3,-1,5,1
"23927",1,-3,2,-2
"23928",0,0,4,0
"23929",5,2,7,3
"23930",2,-2,1,-3
"23931",3,-1,2,-2
"23932",0,0,2,-2
"23933",3,-1,1,-3
"23934",2,-2,2,-2
"23935",1,-3,3,-1
"23936",2,-2,4,0
"23937",0,0,5,1
"23938",1,-3,6,2
"23939",3,-1,4,0
"23940",2,-2,2,-2
"23941",2,-2,2,-2
"23942",3,-1,3,-1
"23943",0,0,4,0
"23944",0,0,7,3
"23945",3,-1,3,-1
"23946",0,0,3,-1
"23947",6,6,3,-1
"23948",5,2,5,1
"23949",1,-3,2,-2
"23950",1,-3,4,0
"23951",0,0,2,-2
"23952",3,-1,3,-1
"23953",1,-3,1,-3
"23954",1,-3,4,0
"23955",1,-3,2,-2
"23956",6,6,1,-3
"23957",1,-3,1,-3
"23958",1,-3,2,-2
"23959",2,-2,2,-2
"23960",3,-1,6,2
"23961",3,-1,3,-1
"23962",3,-1,1,-3
"23963",3,-1,7,3
"23964",0,0,2,-2
"23965",0,0,6,2
"23966",3,-1,4,0
"23967",2,-2,1,-3
"23968",2,-2,7,3
"23969",3,-1,2,-2
"23970",3,-1,1,-3
"23971",3,-1,2,-2
"23972",1,-3,3,-1
"23973",0,0,2,-2
"23974",3,-1,3,-1
"23975",5,2,7,3
"23976",1,-3,7,3
"23977",3,-1,2,-2
"23978",1,-3,5,1
"23979",6,6,2,-2
"23980",3,-1,3,-1
"23981",1,-3,4,0
"23982",2,-2,3,-1
"23983",6,6,4,0
"23984",1,-3,1,-3
"23985",1,-3,6,2
"23986",5,2,1,-3
"23987",2,-2,2,-2
"23988",3,-1,2,-2
"23989",3,-1,1,-3
"23990",3,-1,1,-3
"23991",2,-2,7,3
"23992",3,-1,7,3
"23993",1,-3,4,0
"23994",3,-1,3,-1
"23995",0,0,3,-1
"23996",2,-2,4,0
"23997",1,-3,1,-3
"23998",3,-1,1,-3
"23999",3,-1,3,-1
"24000",5,2,3,-1
"24001",6,6,2,-2
"24002",1,-3,1,-3
"24003",2,-2,3,-1
"24004",6,6,4,0
"24005",6,6,7,3
"24006",1,-3,7,3
"24007",4,1,1,-3
"24008",1,-3,7,3
"24009",5,2,7,3
"24010",1,-3,7,3
"24011",1,-3,3,-1
"24012",3,-1,7,3
"24013",3,-1,7,3
"24014",0,0,3,-1
"24015",2,-2,7,3
"24016",2,-2,6,2
"24017",3,-1,7,3
"24018",3,-1,4,0
"24019",2,-2,7,3
"24020",3,-1,2,-2
"24021",6,6,7,3
"24022",5,2,5,1
"24023",4,1,7,3
"24024",5,2,7,3
"24025",5,2,2,-2
"24026",3,-1,6,2
"24027",3,-1,3,-1
"24028",0,0,2,-2
"24029",1,-3,1,-3
"24030",2,-2,3,-1
"24031",1,-3,4,0
"24032",5,2,4,0
"24033",1,-3,2,-2
"24034",0,0,4,0
"24035",3,-1,7,3
"24036",0,0,6,2
"24037",3,-1,7,3
"24038",0,0,1,-3
"24039",2,-2,1,-3
"24040",1,-3,4,0
"24041",5,2,4,0
"24042",5,2,3,-1
"24043",0,0,6,2
"24044",2,-2,1,-3
"24045",2,-2,3,-1
"24046",3,-1,3,-1
"24047",3,-1,5,1
"24048",2,-2,2,-2
"24049",5,2,2,-2
"24050",2,-2,4,0
"24051",5,2,2,-2
"24052",2,-2,1,-3
"24053",1,-3,5,1
"24054",1,-3,3,-1
"24055",2,-2,2,-2
"24056",3,-1,4,0
"24057",3,-1,3,-1
"24058",0,0,4,0
"24059",5,2,7,3
"24060",3,-1,7,3
"24061",2,-2,2,-2
"24062",5,2,7,3
"24063",2,-2,3,-1
"24064",1,-3,2,-2
"24065",4,1,7,3
"24066",5,2,7,3
"24067",1,-3,2,-2
"24068",2,-2,7,3
"24069",5,2,2,-2
"24070",5,2,4,0
"24071",2,-2,4,0
"24072",0,0,2,-2
"24073",3,-1,7,3
"24074",5,2,7,3
"24075",2,-2,4,0
"24076",3,-1,3,-1
"24077",6,6,2,-2
"24078",6,6,7,3
"24079",5,2,1,-3
"24080",0,0,1,-3
"24081",1,-3,2,-2
"24082",2,-2,2,-2
"24083",2,-2,4,0
"24084",6,6,3,-1
"24085",1,-3,5,1
"24086",1,-3,4,0
"24087",5,2,3,-1
"24088",1,-3,2,-2
"24089",3,-1,3,-1
"24090",3,-1,6,2
"24091",1,-3,7,3
"24092",1,-3,1,-3
"24093",3,-1,2,-2
"24094",5,2,4,0
"24095",5,2,4,0
"24096",1,-3,1,-3
"24097",1,-3,4,0
"24098",3,-1,3,-1
"24099",6,6,1,-3
"24100",1,-3,2,-2
"24101",1,-3,3,-1
"24102",1,-3,3,-1
"24103",4,1,4,0
"24104",1,-3,7,3
"24105",5,2,2,-2
"24106",3,-1,5,1
"24107",4,1,2,-2
"24108",5,2,6,2
"24109",1,-3,4,0
"24110",6,6,2,-2
"24111",1,-3,1,-3
"24112",6,6,4,0
"24113",2,-2,1,-3
"24114",1,-3,3,-1
"24115",6,6,1,-3
"24116",4,1,3,-1
"24117",1,-3,6,2
"24118",4,1,7,3
"24119",3,-1,4,0
"24120",2,-2,7,3
"24121",3,-1,2,-2
"24122",3,-1,1,-3
"24123",2,-2,2,-2
"24124",2,-2,7,3
"24125",0,0,3,-1
"24126",5,2,3,-1
"24127",1,-3,3,-1
"24128",2,-2,7,3
"24129",3,-1,5,1
"24130",3,-1,5,1
"24131",4,1,1,-3
"24132",4,1,4,0
"24133",1,-3,3,-1
"24134",5,2,4,0
"24135",5,2,2,-2
"24136",1,-3,2,-2
"24137",5,2,6,2
"24138",2,-2,2,-2
"24139",2,-2,1,-3
"24140",2,-2,2,-2
"24141",0,0,7,3
"24142",3,-1,2,-2
"24143",0,0,3,-1
"24144",3,-1,4,0
"24145",5,2,2,-2
"24146",4,1,2,-2
"24147",5,2,7,3
"24148",0,0,4,0
"24149",3,-1,1,-3
"24150",3,-1,3,-1
"24151",2,-2,4,0
"24152",0,0,2,-2
"24153",2,-2,2,-2
"24154",5,2,4,0
"24155",5,2,2,-2
"24156",1,-3,6,2
"24157",2,-2,4,0
"24158",4,1,3,-1
"24159",2,-2,7,3
"24160",2,-2,4,0
"24161",2,-2,4,0
"24162",3,-1,7,3
"24163",5,2,7,3
"24164",5,2,7,3
"24165",3,-1,7,3
"24166",5,2,2,-2
"24167",3,-1,5,1
"24168",0,0,7,3
"24169",2,-2,1,-3
"24170",3,-1,4,0
"24171",3,-1,3,-1
"24172",5,2,4,0
"24173",4,1,2,-2
"24174",1,-3,7,3
"24175",5,2,1,-3
"24176",2,-2,4,0
"24177",1,-3,5,1
"24178",1,-3,3,-1
"24179",1,-3,3,-1
"24180",4,1,2,-2
"24181",2,-2,1,-3
"24182",1,-3,2,-2
"24183",5,2,3,-1
"24184",1,-3,3,-1
"24185",1,-3,1,-3
"24186",1,-3,3,-1
"24187",3,-1,3,-1
"24188",3,-1,4,0
"24189",5,2,7,3
"24190",3,-1,3,-1
"24191",1,-3,5,1
"24192",1,-3,4,0
"24193",0,0,5,1
"24194",1,-3,3,-1
"24195",5,2,2,-2
"24196",2,-2,1,-3
"24197",2,-2,2,-2
"24198",1,-3,5,1
"24199",2,-2,7,3
"24200",3,-1,7,3
"24201",0,0,7,3
"24202",1,-3,7,3
"24203",2,-2,5,1
"24204",1,-3,2,-2
"24205",0,0,2,-2
"24206",0,0,3,-1
"24207",1,-3,1,-3
"24208",3,-1,1,-3
"24209",3,-1,4,0
"24210",4,1,3,-1
"24211",3,-1,3,-1
"24212",5,2,1,-3
"24213",0,0,4,0
"24214",0,0,7,3
"24215",5,2,2,-2
"24216",0,0,2,-2
"24217",5,2,1,-3
"24218",5,2,2,-2
"24219",1,-3,1,-3
"24220",4,1,5,1
"24221",3,-1,4,0
"24222",3,-1,6,2
"24223",3,-1,5,1
"24224",1,-3,2,-2
"24225",5,2,7,3
"24226",2,-2,4,0
"24227",3,-1,3,-1
"24228",1,-3,4,0
"24229",6,6,5,1
"24230",2,-2,1,-3
"24231",2,-2,2,-2
"24232",2,-2,2,-2
"24233",3,-1,4,0
"24234",5,2,3,-1
"24235",2,-2,1,-3
"24236",4,1,3,-1
"24237",6,6,1,-3
"24238",4,1,1,-3
"24239",0,0,1,-3
"24240",2,-2,7,3
"24241",1,-3,2,-2
"24242",2,-2,4,0
"24243",1,-3,7,3
"24244",1,-3,6,2
"24245",0,0,2,-2
"24246",3,-1,4,0
"24247",5,2,1,-3
"24248",0,0,3,-1
"24249",4,1,2,-2
"24250",2,-2,4,0
"24251",5,2,1,-3
"24252",3,-1,3,-1
"24253",3,-1,5,1
"24254",3,-1,4,0
"24255",2,-2,7,3
"24256",3,-1,1,-3
"24257",1,-3,7,3
"24258",0,0,6,2
"24259",1,-3,2,-2
"24260",3,-1,4,0
"24261",6,6,7,3
"24262",1,-3,4,0
"24263",2,-2,5,1
"24264",1,-3,4,0
"24265",5,2,2,-2
"24266",5,2,1,-3
"24267",2,-2,3,-1
"24268",3,-1,5,1
"24269",3,-1,3,-1
"24270",2,-2,2,-2
"24271",0,0,2,-2
"24272",0,0,7,3
"24273",1,-3,7,3
"24274",1,-3,5,1
"24275",3,-1,3,-1
"24276",2,-2,2,-2
"24277",2,-2,4,0
"24278",3,-1,2,-2
"24279",5,2,2,-2
"24280",1,-3,4,0
"24281",1,-3,3,-1
"24282",1,-3,4,0
"24283",4,1,7,3
"24284",1,-3,3,-1
"24285",2,-2,1,-3
"24286",2,-2,1,-3
"24287",5,2,4,0
"24288",5,2,5,1
"24289",2,-2,1,-3
"24290",2,-2,2,-2
"24291",0,0,7,3
"24292",3,-1,1,-3
"24293",3,-1,3,-1
"24294",0,0,7,3
"24295",3,-1,4,0
"24296",5,2,2,-2
"24297",1,-3,4,0
"24298",6,6,2,-2
"24299",3,-1,1,-3
"24300",2,-2,2,-2
"24301",2,-2,3,-1
"24302",2,-2,7,3
"24303",5,2,7,3
"24304",3,-1,1,-3
"24305",1,-3,4,0
"24306",2,-2,3,-1
"24307",1,-3,4,0
"24308",2,-2,5,1
"24309",3,-1,6,2
"24310",5,2,2,-2
"24311",1,-3,5,1
"24312",3,-1,3,-1
"24313",0,0,1,-3
"24314",5,2,7,3
"24315",2,-2,4,0
"24316",1,-3,7,3
"24317",0,0,7,3
"24318",0,0,1,-3
"24319",1,-3,2,-2
"24320",4,1,5,1
"24321",0,0,1,-3
"24322",5,2,3,-1
"24323",1,-3,1,-3
"24324",5,2,1,-3
"24325",3,-1,2,-2
"24326",2,-2,4,0
"24327",4,1,1,-3
"24328",0,0,6,2
"24329",1,-3,3,-1
"24330",0,0,7,3
"24331",3,-1,3,-1
"24332",5,2,2,-2
"24333",5,2,1,-3
"24334",5,2,2,-2
"24335",3,-1,6,2
"24336",0,0,3,-1
"24337",3,-1,4,0
"24338",5,2,4,0
"24339",0,0,2,-2
"24340",1,-3,6,2
"24341",2,-2,2,-2
"24342",2,-2,4,0
"24343",0,0,3,-1
"24344",5,2,4,0
"24345",6,6,1,-3
"24346",3,-1,3,-1
"24347",6,6,3,-1
"24348",0,0,2,-2
"24349",5,2,4,0
"24350",4,1,4,0
"24351",1,-3,7,3
"24352",3,-1,2,-2
"24353",1,-3,3,-1
"24354",0,0,1,-3
"24355",4,1,2,-2
"24356",3,-1,4,0
"24357",0,0,4,0
"24358",3,-1,4,0
"24359",5,2,7,3
"24360",4,1,3,-1
"24361",1,-3,4,0
"24362",6,6,4,0
"24363",3,-1,4,0
"24364",3,-1,7,3
"24365",2,-2,4,0
"24366",6,6,6,2
"24367",0,0,6,2
"24368",0,0,2,-2
"24369",0,0,7,3
"24370",3,-1,4,0
"24371",6,6,2,-2
"24372",5,2,6,2
"24373",5,2,2,-2
"24374",1,-3,4,0
"24375",0,0,6,2
"24376",3,-1,3,-1
"24377",4,1,1,-3
"24378",0,0,6,2
"24379",3,-1,6,2
"24380",2,-2,6,2
"24381",6,6,4,0
"24382",6,6,4,0
"24383",3,-1,3,-1
"24384",2,-2,5,1
"24385",1,-3,7,3
"24386",3,-1,6,2
"24387",0,0,4,0
"24388",3,-1,1,-3
"24389",0,0,7,3
"24390",4,1,2,-2
"24391",2,-2,2,-2
"24392",4,1,6,2
"24393",3,-1,7,3
"24394",0,0,2,-2
"24395",5,2,7,3
"24396",3,-1,3,-1
"24397",1,-3,1,-3
"24398",0,0,1,-3
"24399",3,-1,4,0
"24400",6,6,4,0
"24401",6,6,1,-3
"24402",1,-3,2,-2
"24403",0,0,6,2
"24404",2,-2,4,0
"24405",4,1,2,-2
"24406",6,6,3,-1
"24407",3,-1,4,0
"24408",2,-2,5,1
"24409",3,-1,7,3
"24410",3,-1,7,3
"24411",0,0,3,-1
"24412",3,-1,1,-3
"24413",3,-1,4,0
"24414",2,-2,2,-2
"24415",3,-1,7,3
"24416",2,-2,7,3
"24417",1,-3,4,0
"24418",3,-1,2,-2
"24419",3,-1,4,0
"24420",2,-2,1,-3
"24421",0,0,6,2
"24422",2,-2,3,-1
"24423",5,2,4,0
"24424",2,-2,3,-1
"24425",0,0,1,-3
"24426",1,-3,2,-2
"24427",0,0,7,3
"24428",1,-3,1,-3
"24429",1,-3,7,3
"24430",5,2,6,2
"24431",1,-3,2,-2
"24432",4,1,6,2
"24433",1,-3,2,-2
"24434",3,-1,4,0
"24435",1,-3,7,3
"24436",2,-2,4,0
"24437",5,2,4,0
"24438",3,-1,1,-3
"24439",5,2,4,0
"24440",5,2,2,-2
"24441",6,6,4,0
"24442",0,0,4,0
"24443",5,2,4,0
"24444",1,-3,2,-2
"24445",2,-2,5,1
"24446",0,0,2,-2
"24447",4,1,7,3
"24448",2,-2,3,-1
"24449",1,-3,7,3
"24450",2,-2,4,0
"24451",3,-1,3,-1
"24452",1,-3,1,-3
"24453",5,2,3,-1
"24454",2,-2,3,-1
"24455",4,1,2,-2
"24456",1,-3,5,1
"24457",1,-3,1,-3
"24458",5,2,7,3
"24459",2,-2,7,3
"24460",5,2,1,-3
"24461",2,-2,7,3
"24462",0,0,6,2
"24463",3,-1,7,3
"24464",5,2,7,3
"24465",5,2,3,-1
"24466",2,-2,4,0
"24467",5,2,3,-1
"24468",2,-2,1,-3
"24469",6,6,2,-2
"24470",0,0,2,-2
"24471",1,-3,4,0
"24472",2,-2,2,-2
"24473",1,-3,2,-2
"24474",5,2,7,3
"24475",1,-3,2,-2
"24476",1,-3,6,2
"24477",3,-1,7,3
"24478",3,-1,3,-1
"24479",6,6,1,-3
"24480",0,0,4,0
"24481",3,-1,3,-1
"24482",1,-3,2,-2
"24483",6,6,3,-1
"24484",3,-1,6,2
"24485",0,0,3,-1
"24486",3,-1,3,-1
"24487",1,-3,3,-1
"24488",3,-1,4,0
"24489",6,6,1,-3
"24490",1,-3,2,-2
"24491",2,-2,6,2
"24492",0,0,3,-1
"24493",2,-2,7,3
"24494",0,0,2,-2
"24495",2,-2,1,-3
"24496",4,1,7,3
"24497",5,2,7,3
"24498",5,2,1,-3
"24499",3,-1,7,3
"24500",3,-1,4,0
"24501",0,0,6,2
"24502",4,1,2,-2
"24503",0,0,2,-2
"24504",2,-2,4,0
"24505",1,-3,3,-1
"24506",1,-3,4,0
"24507",3,-1,3,-1
"24508",3,-1,1,-3
"24509",1,-3,7,3
"24510",4,1,4,0
"24511",3,-1,6,2
"24512",3,-1,4,0
"24513",2,-2,3,-1
"24514",0,0,1,-3
"24515",0,0,1,-3
"24516",3,-1,7,3
"24517",3,-1,6,2
"24518",5,2,1,-3
"24519",1,-3,4,0
"24520",3,-1,7,3
"24521",0,0,5,1
"24522",1,-3,2,-2
"24523",3,-1,6,2
"24524",3,-1,7,3
"24525",3,-1,7,3
"24526",2,-2,1,-3
"24527",3,-1,1,-3
"24528",0,0,2,-2
"24529",2,-2,7,3
"24530",5,2,7,3
"24531",4,1,7,3
"24532",1,-3,3,-1
"24533",5,2,6,2
"24534",5,2,1,-3
"24535",1,-3,1,-3
"24536",5,2,7,3
"24537",3,-1,7,3
"24538",1,-3,3,-1
"24539",2,-2,2,-2
"24540",5,2,7,3
"24541",2,-2,1,-3
"24542",0,0,3,-1
"24543",5,2,7,3
"24544",0,0,6,2
"24545",1,-3,2,-2
"24546",5,2,3,-1
"24547",0,0,1,-3
"24548",6,6,5,1
"24549",5,2,5,1
"24550",5,2,1,-3
"24551",4,1,3,-1
"24552",1,-3,7,3
"24553",3,-1,3,-1
"24554",5,2,7,3
"24555",0,0,5,1
"24556",2,-2,3,-1
"24557",5,2,2,-2
"24558",3,-1,2,-2
"24559",0,0,2,-2
"24560",0,0,4,0
"24561",0,0,2,-2
"24562",0,0,2,-2
"24563",2,-2,1,-3
"24564",0,0,1,-3
"24565",3,-1,3,-1
"24566",3,-1,7,3
"24567",2,-2,4,0
"24568",0,0,1,-3
"24569",2,-2,2,-2
"24570",3,-1,1,-3
"24571",3,-1,2,-2
"24572",2,-2,1,-3
"24573",5,2,2,-2
"24574",3,-1,7,3
"24575",1,-3,2,-2
"24576",0,0,7,3
"24577",2,-2,4,0
"24578",2,-2,3,-1
"24579",3,-1,3,-1
"24580",2,-2,2,-2
"24581",3,-1,7,3
"24582",3,-1,7,3
"24583",3,-1,6,2
"24584",1,-3,3,-1
"24585",5,2,7,3
"24586",1,-3,1,-3
"24587",3,-1,3,-1
"24588",3,-1,1,-3
"24589",5,2,3,-1
"24590",5,2,7,3
"24591",5,2,3,-1
"24592",1,-3,7,3
"24593",1,-3,2,-2
"24594",1,-3,3,-1
"24595",3,-1,3,-1
"24596",5,2,6,2
"24597",3,-1,1,-3
"24598",1,-3,6,2
"24599",2,-2,3,-1
"24600",3,-1,1,-3
"24601",4,1,2,-2
"24602",1,-3,2,-2
"24603",5,2,3,-1
"24604",6,6,7,3
"24605",1,-3,4,0
"24606",1,-3,3,-1
"24607",5,2,1,-3
"24608",3,-1,1,-3
"24609",2,-2,3,-1
"24610",0,0,4,0
"24611",0,0,4,0
"24612",1,-3,5,1
"24613",1,-3,2,-2
"24614",5,2,7,3
"24615",5,2,7,3
"24616",5,2,6,2
"24617",1,-3,7,3
"24618",4,1,4,0
"24619",3,-1,4,0
"24620",5,2,2,-2
"24621",1,-3,3,-1
"24622",3,-1,4,0
"24623",0,0,1,-3
"24624",6,6,7,3
"24625",2,-2,3,-1
"24626",2,-2,3,-1
"24627",3,-1,2,-2
"24628",2,-2,2,-2
"24629",0,0,4,0
"24630",3,-1,4,0
"24631",2,-2,7,3
"24632",2,-2,7,3
"24633",5,2,2,-2
"24634",5,2,1,-3
"24635",5,2,6,2
"24636",4,1,2,-2
"24637",0,0,5,1
"24638",1,-3,4,0
"24639",5,2,4,0
"24640",3,-1,1,-3
"24641",1,-3,5,1
"24642",0,0,4,0
"24643",1,-3,7,3
"24644",0,0,2,-2
"24645",2,-2,7,3
"24646",3,-1,1,-3
"24647",1,-3,5,1
"24648",0,0,2,-2
"24649",3,-1,1,-3
"24650",0,0,4,0
"24651",5,2,1,-3
"24652",1,-3,5,1
"24653",2,-2,7,3
"24654",1,-3,3,-1
"24655",5,2,3,-1
"24656",3,-1,3,-1
"24657",5,2,2,-2
"24658",2,-2,1,-3
"24659",1,-3,1,-3
"24660",1,-3,2,-2
"24661",0,0,4,0
"24662",3,-1,2,-2
"24663",0,0,1,-3
"24664",3,-1,2,-2
"24665",1,-3,3,-1
"24666",0,0,6,2
"24667",3,-1,4,0
"24668",3,-1,2,-2
"24669",2,-2,3,-1
"24670",3,-1,7,3
"24671",3,-1,4,0
"24672",5,2,1,-3
"24673",3,-1,3,-1
"24674",3,-1,4,0
"24675",1,-3,1,-3
"24676",1,-3,3,-1
"24677",2,-2,4,0
"24678",0,0,3,-1
"24679",3,-1,4,0
"24680",3,-1,1,-3
"24681",2,-2,4,0
"24682",3,-1,2,-2
"24683",3,-1,3,-1
"24684",0,0,7,3
"24685",5,2,3,-1
"24686",1,-3,1,-3
"24687",4,1,7,3
"24688",0,0,4,0
"24689",1,-3,1,-3
"24690",4,1,2,-2
"24691",3,-1,3,-1
"24692",3,-1,1,-3
"24693",0,0,7,3
"24694",1,-3,3,-1
"24695",1,-3,3,-1
"24696",4,1,1,-3
"24697",0,0,4,0
"24698",0,0,4,0
"24699",0,0,3,-1
"24700",4,1,2,-2
"24701",0,0,3,-1
"24702",5,2,4,0
"24703",3,-1,1,-3
"24704",3,-1,3,-1
"24705",3,-1,3,-1
"24706",2,-2,2,-2
"24707",1,-3,1,-3
"24708",3,-1,1,-3
"24709",5,2,4,0
"24710",0,0,2,-2
"24711",0,0,1,-3
"24712",3,-1,7,3
"24713",3,-1,7,3
"24714",3,-1,3,-1
"24715",1,-3,4,0
"24716",3,-1,2,-2
"24717",3,-1,3,-1
"24718",2,-2,4,0
"24719",2,-2,2,-2
"24720",3,-1,7,3
"24721",3,-1,1,-3
"24722",2,-2,3,-1
"24723",4,1,1,-3
"24724",3,-1,2,-2
"24725",1,-3,7,3
"24726",2,-2,7,3
"24727",1,-3,1,-3
"24728",0,0,4,0
"24729",1,-3,2,-2
"24730",1,-3,4,0
"24731",0,0,4,0
"24732",4,1,5,1
"24733",5,2,4,0
"24734",5,2,3,-1
"24735",1,-3,7,3
"24736",4,1,4,0
"24737",6,6,1,-3
"24738",4,1,7,3
"24739",1,-3,2,-2
"24740",0,0,3,-1
"24741",3,-1,6,2
"24742",4,1,1,-3
"24743",3,-1,1,-3
"24744",3,-1,5,1
"24745",3,-1,1,-3
"24746",0,0,1,-3
"24747",1,-3,3,-1
"24748",2,-2,3,-1
"24749",3,-1,2,-2
"24750",3,-1,2,-2
"24751",0,0,3,-1
"24752",2,-2,4,0
"24753",6,6,7,3
"24754",1,-3,2,-2
"24755",0,0,2,-2
"24756",0,0,3,-1
"24757",1,-3,1,-3
"24758",0,0,4,0
"24759",0,0,7,3
"24760",1,-3,7,3
"24761",5,2,7,3
"24762",6,6,6,2
"24763",3,-1,3,-1
"24764",3,-1,4,0
"24765",5,2,2,-2
"24766",3,-1,4,0
"24767",1,-3,3,-1
"24768",1,-3,1,-3
"24769",5,2,2,-2
"24770",0,0,4,0
"24771",0,0,4,0
"24772",1,-3,7,3
"24773",4,1,7,3
"24774",3,-1,1,-3
"24775",1,-3,3,-1
"24776",0,0,3,-1
"24777",5,2,5,1
"24778",3,-1,2,-2
"24779",2,-2,5,1
"24780",2,-2,2,-2
"24781",5,2,6,2
"24782",0,0,2,-2
"24783",5,2,6,2
"24784",1,-3,7,3
"24785",1,-3,7,3
"24786",6,6,6,2
"24787",5,2,6,2
"24788",3,-1,1,-3
"24789",0,0,7,3
"24790",2,-2,1,-3
"24791",3,-1,4,0
"24792",5,2,2,-2
"24793",5,2,6,2
"24794",1,-3,4,0
"24795",0,0,2,-2
"24796",2,-2,1,-3
"24797",2,-2,2,-2
"24798",0,0,7,3
"24799",5,2,4,0
"24800",1,-3,5,1
"24801",0,0,2,-2
"24802",4,1,4,0
"24803",3,-1,1,-3
"24804",3,-1,4,0
"24805",4,1,5,1
"24806",2,-2,6,2
"24807",3,-1,6,2
"24808",0,0,6,2
"24809",2,-2,4,0
"24810",0,0,5,1
"24811",2,-2,1,-3
"24812",3,-1,4,0
"24813",5,2,7,3
"24814",2,-2,5,1
"24815",0,0,7,3
"24816",3,-1,2,-2
"24817",5,2,2,-2
"24818",2,-2,2,-2
"24819",1,-3,1,-3
"24820",3,-1,3,-1
"24821",4,1,4,0
"24822",2,-2,4,0
"24823",2,-2,6,2
"24824",0,0,6,2
"24825",1,-3,2,-2
"24826",5,2,7,3
"24827",2,-2,7,3
"24828",2,-2,7,3
"24829",0,0,5,1
"24830",3,-1,7,3
"24831",1,-3,2,-2
"24832",3,-1,1,-3
"24833",5,2,4,0
"24834",3,-1,4,0
"24835",3,-1,7,3
"24836",3,-1,3,-1
"24837",1,-3,1,-3
"24838",0,0,3,-1
"24839",3,-1,1,-3
"24840",0,0,2,-2
"24841",2,-2,2,-2
"24842",0,0,1,-3
"24843",2,-2,2,-2
"24844",5,2,3,-1
"24845",0,0,2,-2
"24846",4,1,1,-3
"24847",5,2,7,3
"24848",0,0,3,-1
"24849",1,-3,7,3
"24850",5,2,4,0
"24851",2,-2,2,-2
"24852",0,0,3,-1
"24853",0,0,1,-3
"24854",2,-2,5,1
"24855",5,2,4,0
"24856",3,-1,1,-3
"24857",4,1,2,-2
"24858",2,-2,2,-2
"24859",1,-3,3,-1
"24860",0,0,6,2
"24861",3,-1,4,0
"24862",0,0,3,-1
"24863",1,-3,4,0
