"","num_hrefs","num_imgs","data_channel_is_socmed","data_channel_is_tech","data_channel_is_world","kw_max_min","kw_avg_min","kw_avg_max","kw_min_avg","kw_max_avg","kw_avg_avg","self_reference_min_shares","self_reference_max_shares","self_reference_avg_sharess","weekday_is_saturday","LDA_00","LDA_02","LDA_03","global_subjectivity","rate_positive_words","popularity"
"19034",9,1,0,1,0,1700,428.25,238100,2752.7,10400,4235.84692633,0,0,0,0,0.150126307656,0.0250020034062,0.0250151925814,0.430830217762,0.724137931034,"2"
"19035",4,1,1,0,0,679,357.333333333,192100,2492.6,3869.63202726,3209.2476421,1800,5400,3600,0,0.374025754676,0.0334974793551,0.0334733053256,0.379618443572,0.741935483871,"2"
"19036",9,11,0,1,0,1400,407.555555556,136564.2,0,3257.02700313,2073.75102231,1200,9000,3328.57142857,0,0.020000732169,0.0200006061674,0.0200003397703,0.397642574816,0.8125,"2"
"19037",3,0,0,0,0,224,114.666666667,414240,0,5037.35215054,2281.30632044,4500,690400,239000,0,0.441627783627,0.0400019929917,0.0400021400348,0.43431372549,0.545454545455,"3"
"19038",16,1,0,0,0,350,319.8,15285.7142857,0,2971.69318182,1493.78122017,0,0,0,0,0.0285742084018,0.0285730210673,0.028998069477,0.510432330827,0.607142857143,"3"
"19039",18,13,0,0,0,903,351.2,182214.714286,0,4856.06936416,2397.13752698,958,7800,3652.66666667,0,0.458434383313,0.0285747713826,0.0286323871523,0.454361474407,0.743902439024,"1"
"19040",61,55,0,0,0,571,225.666666667,408923.222222,763,6333.59621993,3587.09275073,1500,10000,7133.33333333,0,0.0222229419931,0.13224431355,0.344433303405,0.270235170235,0.777777777778,"1"
"19041",2,0,0,0,0,448,121.6,357730,1745.38461538,6006.94504182,3688.2970774,2500,2500,2500,0,0.0200212495254,0.0200086332244,0.351193333377,0.432196969697,0.428571428571,"1"
"19042",4,1,0,0,1,547,108.6,316466.666667,0,4060.21390013,2529.53819776,4700,4700,4700,0,0.0337682232537,0.695191493828,0.0333940670662,0.52387755102,0.6,"1"
"19043",8,1,1,0,0,326,144,150470,0,5871.42425936,2410.60426042,2300,3300,2800,0,0.0209714019991,0.0205662268932,0.91780727189,0.530873956961,0.875,"2"
"19044",8,11,0,0,0,523,250.5,221450,808.4,4644.05,2947.84355817,1000,1900,1450,0,0.0340191818451,0.0334324668892,0.865305273259,0.545803270803,0.653846153846,"2"
"19045",7,1,0,0,1,626,177.75,306312.5,899,3479.57956927,2470.27100556,3000,3000,3000,0,0.0255664519575,0.75680484139,0.167576948917,0.444257703081,1,"1"
"19046",13,0,0,1,0,1200,495.6,105962.5,0,4375,2327.48278134,973,8700,4124.33333333,0,0.13205442558,0.351801473228,0.167578234246,0.469598097376,0.875,"3"
"19047",9,0,0,0,0,733,219.6,161666.142857,0,3535.9428618,1671.08778383,1000,1000,1000,0,0.0285790202359,0.0285764328065,0.503930516908,0.452952602953,0.5,"1"
"19048",2,1,0,1,0,1200,588.833333333,190657.142857,0,3591.37831858,2464.77284617,0,0,0,0,0.0286851102374,0.441265874479,0.0285727913954,0.812692307692,0.8,"4"
"19049",2,10,0,0,0,518,191,169750,0,3302.64599856,2105.74730098,964,2200,1582,0,0.0333340165968,0.0333339356219,0.0334021478424,0.518225812649,0.538461538462,"1"
"19050",2,0,0,1,0,850,177.5,396180,1228.09090909,6222.76889376,4087.79632607,10100,10100,10100,0,0.0200232407448,0.0200460429144,0.419126308631,0.569135802469,0.8,"1"
"19051",3,2,0,0,1,1300,420.428571429,180365.666667,0,3569.21778679,1507.56562823,1200,16000,6133.33333333,0,0.13342452838,0.36978459986,0.133590512742,0.437298850575,0.714285714286,"2"
"19052",7,1,0,0,1,325,96.75,278866.666667,0,3490.59881216,1860.69482508,2000,2000,2000,0,0.0333408838507,0.198412996415,0.033399628566,0.398132183908,0.365853658537,"1"
"19053",23,2,0,0,0,703,179.833333333,340300,2483.3238575,13243.5,4733.41089601,1100,3000,1960,0,0.200076814652,0.199921217756,0.531549105914,0.415513258403,0.552941176471,"3"
"19054",75,25,0,0,0,975,233.8,279690,3397.0954607,7058.75,5000.39551433,1800,1800,1800,0,0.020171282787,0.0200884670586,0.637498362029,0.48965275968,0.740506329114,"3"
"19055",2,1,0,0,0,431,166,613266.666667,2737.64001657,5407.95061728,3805.36166265,675,3500,2087.5,0,0.730750677623,0.066666904959,0.0678535715826,0.347883597884,0.375,"3"
"19056",13,10,0,0,0,698,172.714285714,324457.142857,3407.18436135,5749.76833283,4602.05173775,1300,1300,1300,0,0.0285830613994,0.173785401981,0.740062516963,0.315404040404,0.6,"2"
"19057",14,3,0,0,0,435,74.1666666667,325887.5,0,5958.74534161,2913.41333788,736,736,736,0,0.0250035703444,0.150052924944,0.774916273629,0.481666666667,0.740740740741,"2"
"19058",2,1,0,0,0,934,186,294325,0,4169.71367884,1967.53019516,1400,1400,1400,0,0.643416284818,0.156079805136,0.0250197711251,0.503075396825,0.689655172414,"2"
"19059",23,10,0,0,0,1400,353.19875,360525,1777.2,6049.59109945,4102.15715902,4800,4800,4800,0,0.476221137932,0.157792532872,0.314884413435,0.439705882353,0.769230769231,"2"
"19060",3,1,0,0,0,150,72.3333333333,543266.666667,2444.33112583,3256.68261114,2800.7651533,2300,2900,2600,0,0.733331811161,0.066667366528,0.0666666705715,0.392708333333,0.733333333333,"1"
"19061",21,15,0,1,0,741,252.6,363433.333333,0,3579.1503192,2214.71661191,39400,39400,39400,0,0.0333593193992,0.369848975566,0.0333351265981,0.424842171717,0.666666666667,"1"
"19062",4,10,0,0,0,224,113,446083.333333,3239.53524432,7299.97647059,4485.89168999,0,0,0,0,0.681515336639,0.0333562619879,0.217744415272,0.518714927048,0.794871794872,"3"
"19063",1,3,0,0,0,1500,374.25,214750,0,3689.23932092,1953.61396398,1500,1500,1500,0,0.0333375459141,0.0333363009683,0.866061795936,0.441575694837,0.671232876712,"2"
"19064",6,3,0,1,0,377,141,156842.857143,0,3578.1628606,2295.8736672,2700,2700,2700,0,0.02864355869,0.0285758354325,0.028572279391,0.433709497573,0.704545454545,"2"
"19065",21,16,0,0,0,579,301.666666667,422166.666667,2338.9,5902.46017699,4138.75042644,2100,8300,5200,0,0.0334840407634,0.0334175406369,0.866400293717,0.61196969697,0.769230769231,"1"
"19066",5,0,0,0,0,191,130.375,217933.333333,0,5195.40818468,3125.0110292,0,0,0,0,0.0222277004216,0.11615237705,0.100196115266,0.389351851852,0.888888888889,"2"
"19067",4,0,0,0,1,766,335.666666667,258266.666667,983,3614.86842105,2359.09100013,730,730,730,0,0.0333335797095,0.86656307425,0.0333335131352,0.428458498024,0.875,"1"
"19068",24,1,0,0,1,502,117,346860,854,3445.03399048,2446.2583705,844,844,844,0,0.0422628158687,0.608824343228,0.0403691008529,0.51568452381,0.4375,"2"
"19069",16,10,0,0,0,1400,351.125,260402.777778,0,7879.55969101,3782.99554115,2200,4700,3450,0,0.179987151439,0.0222249030077,0.496829158257,0.576069223986,0.8125,"2"
"19070",5,1,1,0,0,1600,424,345742.857143,1417,4466.69096672,3202.11785386,2900,5300,3766.66666667,0,0.444998395459,0.184327021483,0.0286478747688,0.483079519687,0.909090909091,"2"
"19071",13,1,0,0,1,0,-1,210480,0,3478.59373527,1604.55339048,1200,1200,1200,0,0.04000142148,0.839994254843,0.040000660462,0.288715277778,0.347826086957,"1"
"19072",20,6,0,1,0,851,280,324414.285714,2470.11336032,3608.49844609,2929.54563847,2000,10100,4880,1,0.0285825134075,0.172116432604,0.028571579771,0.510677530017,0.84,"2"
"19073",2,0,0,0,0,97,47.25,363442.857143,0,5244.37292818,2566.17134287,17700,17700,17700,0,0.0285778434095,0.0285755117506,0.740530731636,0.4625,0.571428571429,"2"
"19074",20,1,0,1,0,202,98.75,201522.222222,0,6859,3363.234654,2500,5500,3833.33333333,0,0.0225965141477,0.0222399467688,0.244365701738,0.560680497124,0.770833333333,"3"
"19075",36,12,0,0,0,331,82,378725,1918,3449.83477377,2831.78729959,447,40600,4059.48148148,0,0.0500033632566,0.0501480270398,0.797640568431,0.490176928521,0.635658914729,"1"
"19076",7,1,0,0,1,1600,299.125,235400,950.333333333,3749.44642857,2682.90661286,2800,2800,2800,0,0.0250023071776,0.511213378596,0.0256488887451,0.356666666667,0.6,"2"
"19077",17,6,0,1,0,1600,474.1,28490,2235.57142857,3587.7,2768.0121885,1000,1100,1050,0,0.0207168401935,0.0201375102535,0.233959284968,0.424141929499,0.85,"1"
"19078",8,1,0,1,0,645,331.666666667,122342.857143,0,3423.86407602,2233.00037846,1200,4200,2700,0,0.0285728815411,0.0285727783924,0.0285724490523,0.349444444444,0.75,"2"
"19079",4,1,0,1,0,559,161.166666667,235633.333333,1456.375,3505.91936961,2654.41685,4700,4700,4700,0,0.0335592931035,0.0334238226901,0.199632396111,0.518005733006,0.862068965517,"3"
"19080",3,0,0,0,0,1800,354.882857143,436500,0,7436.33220711,3961.22050655,2400,310800,112000,0,0.0253414493321,0.0250005644191,0.899647934947,0.545156565657,0.46875,"1"
"19081",7,1,0,0,0,964,205.2,376600,1082,3941.61316872,2862.24705816,1200,2700,1950,0,0.0400003998501,0.240016296861,0.0401432567473,0.311174242424,0.5,"2"
"19082",7,1,0,1,0,1700,498,137220,0,4052.68648649,2525.42905381,85,1100,592.5,0,0.0200042322876,0.0210938871639,0.400236074207,0.356310325477,0.761904761905,"2"
"19083",12,2,0,0,0,522,129,392083.333333,1530.93877551,3579.60948067,2799.36693627,611,2000,1237,0,0.59542930506,0.0333492537012,0.0333337362545,0.34463649096,0.742857142857,"1"
"19084",2,30,0,0,0,330,73.125,319477.777778,0,8170.95706619,3975.91494439,2500,15300,8900,0,0.0222240949585,0.14028696384,0.792692587876,0.465681444992,0.346153846154,"2"
"19085",7,1,0,0,0,445,335,33825,0,3719.71232877,2280.89368581,0,0,0,0,0.051551626774,0.0500061603109,0.0503137816865,0.432547524939,0.684210526316,"2"
"19086",21,17,0,0,0,827,306.714285714,257666.666667,0,8441.73498233,3944.07341579,4300,4400,4350,0,0.0222263178134,0.022302372091,0.800502772461,0.775,0.6,"3"
"19087",1,1,0,0,1,487,80.3333333333,185785.714286,0,3411.93593999,1718.50175588,0,0,0,0,0.0285732305481,0.885707954897,0.0285724837522,0.272571428571,0.615384615385,"1"
"19088",8,1,0,0,1,611,256.285714286,322357.142857,1438.4,5505.5,2996.45314144,1700,1700,1700,0,0.0285728701128,0.601307839849,0.0285724920378,0.410238095238,0.5,"1"
"19089",4,1,0,1,0,539,302.625,206562.5,2513.86206897,10270.6480687,4176.4980635,13900,13900,13900,0,0.0250161244398,0.0250449387934,0.505385206556,0.389289529915,0.625,"1"
"19090",6,0,0,0,0,504,122.333333333,581466.666667,3184.56756757,6590.46065259,4777.98919528,23900,23900,23900,0,0.0333342132541,0.0333333744119,0.86603096127,0.503560606061,0.764705882353,"1"
"19091",3,16,1,0,0,2500,712.6,21610,1450.66666667,3856.52054795,2560.88733567,0,0,0,0,0.607284666306,0.0200502110572,0.0201160573852,0.472396305245,0.833333333333,"2"
"19092",7,3,0,0,1,819,291.2,187383.333333,0,4594.72108844,2439.73330747,12900,12900,12900,0,0.0333711268167,0.525189759705,0.033342789481,0.380484330484,0.545454545455,"4"
"19093",5,4,0,0,0,1100,318.75,221470,0,11866.6666667,4038.20524096,13000,13000,13000,0,0.11941418232,0.0200425763611,0.561478296591,0.604761904762,0.75,"1"
"19094",19,10,0,0,1,790,374.833333333,39000,1163.33333333,2867.47368421,2194.19920219,790,1400,1095,1,0.0334547043713,0.516799446745,0.382878188651,0.557176527177,0.810810810811,"1"
"19095",3,33,0,0,0,415,165.4,402840,3121.36906854,5569.37804878,3999.87329377,626,1500,1063,1,0.0400294304375,0.0401885147569,0.838523865099,0.32626984127,0.72,"1"
"19096",8,1,0,0,0,791,264.44875,235350,1238.2,3575.01252537,2674.68382362,1000,3900,2450,0,0.551629642199,0.0250068038333,0.0250157576723,0.434194188428,0.790697674419,"2"
"19097",23,2,0,0,0,266,91.3,147410,1895.85,4292.82637363,3187.10236552,1100,83300,17054.5454545,0,0.0201581429611,0.121787027628,0.0200216013706,0.423411580595,0.616666666667,"3"
"19098",3,1,0,0,0,450,347.75,29275,2544.125,2714.70731707,2637.03544887,1800,1800,1800,0,0.0500001124829,0.298839911254,0.551115234668,0.64227994228,0.863636363636,"2"
"19099",36,19,0,0,0,474,102.428571429,345275,0,4865.2173913,3075.71708244,0,0,0,0,0.77503112057,0.149843299772,0.0250219252845,0.525361093032,0.741293532338,"3"
"19100",10,3,1,0,0,3200,943,232175,2330,15500,6179.60508536,1100,2000,1550,0,0.545047870898,0.303531089526,0.0500084060605,0.535244708995,0.807692307692,"2"
"19101",3,32,0,0,0,277,94.1666666667,247828.571429,0,4032.36292428,2631.52157193,742,7600,4171,0,0.0285747081424,0.49411653367,0.0291298798542,0.560161717017,0.693693693694,"2"
"19102",20,8,0,0,0,593,373.6,29193.5,0,3311.79069767,1786.85053215,593,1200,997.666666667,0,0.0333342414718,0.0333338135773,0.865753634484,0.392911255411,0.916666666667,"3"
"19103",14,9,0,0,0,806,291.3,280790,2052.42105263,8633.03039832,5059.60115781,2600,2600,2600,0,0.0201252679119,0.0205252646611,0.627369605839,0.539236111111,0.735294117647,"2"
"19104",5,0,0,1,0,82,47.3333333333,186516.666667,1830.58823529,3242.52588533,2586.8561633,737,1100,918.5,0,0.0334599023733,0.0333343160799,0.0333349149206,0.488571428571,0.625,"2"
"19105",5,63,0,0,0,549,110,328840,2523.56,5597.40740741,3520.20614434,795,6100,3447.5,0,0.0400020362923,0.0400866175636,0.838670803312,0.421290792541,0.635135135135,"3"
"19106",6,10,0,1,0,534,304.833333333,99450,0,3338.92227979,2139.64241175,1300,3200,2066.66666667,0,0.0250009878096,0.0250008293568,0.0250005021329,0.481576479076,0.736842105263,"3"
"19107",7,0,0,0,0,294,221.5,185225,1828.48571429,3298.57376737,2556.23584923,1900,9100,5500,0,0.0500047266344,0.324107760483,0.0510414483496,0.433299682089,0.527272727273,"3"
"19108",13,1,0,0,1,468,135.222222222,121866.666667,1990.8781331,3990.73373984,2673.45032623,0,0,0,0,0.0222226138048,0.584051883708,0.0222232434828,0.310738042445,0.741935483871,"2"
"19109",9,1,0,0,0,864,186.142857143,518357.142857,2914.39897698,8696.91666667,4322.72652683,0,0,0,0,0.71029710608,0.0286354820087,0.0286037425619,0.433433035219,0.86301369863,"3"
"19110",12,3,0,0,1,587,227.5,212875,1001.07692308,3577.94568372,2635.15456068,1100,3100,2100,0,0.0250003568429,0.899997922876,0.0250001627111,0.478020937396,0.681318681319,"2"
"19111",6,0,0,0,0,414,211.2,516900,2185.33227848,5730.32786885,4038.23355195,1100,1900,1466.66666667,0,0.0400020879428,0.0400854904642,0.839585925113,0.471084695837,0.481818181818,"3"
"19112",29,1,0,0,0,2500,504.931666667,270185.714286,0,4700.56291391,2969.98487984,0,0,0,0,0.885631907743,0.0285723791103,0.0285964947951,0.530962000962,0.84,"2"
"19113",8,1,0,0,0,0,-1,429000,3101.51990446,3744.67538374,3434.4250178,1300,1300,1300,0,0.0666667343089,0.0666689877903,0.729518468593,0.372592592593,0.636363636364,"1"
"19114",5,1,0,0,0,1100,285.714285714,212355.555556,0,4436.68406206,2201.96484702,5300,10100,7700,0,0.795142962947,0.0222339548958,0.0222395578211,0.452429214929,0.766666666667,"3"
"19115",3,0,0,0,0,349,104.25,638000,2850.70588235,5296.06905371,4076.11212632,32200,32200,32200,1,0.0508152235315,0.050217735781,0.798850797573,0.421645021645,0.571428571429,"4"
"19116",14,12,0,0,0,1000,304.777777778,265330,0,9200,4645.40741584,15500,15500,15500,0,0.0201292929236,0.0200553253842,0.919803315196,0.5665625,0.769230769231,"3"
"19117",26,1,0,1,0,1300,177,424311.111111,2885.70133883,3650.73484848,3174.97831679,1700,1700,1700,0,0.0967572731324,0.169414048983,0.0224100384798,0.427313955885,0.678571428571,"3"
"19118",5,12,0,0,0,1800,460.4,459280,2688.1196354,6611.11111111,4049.1139022,95900,95900,95900,0,0.839957603757,0.0400251156768,0.0400144563096,0.523871366729,0.851851851852,"3"
"19119",2,1,0,0,0,488,156.857142857,251875,0,7565.95061728,2857.38787687,1600,1600,1600,0,0.0250013212487,0.400893659411,0.19388573488,0.289238539239,0.555555555556,"1"
"19120",7,1,0,0,0,704,359.5,178333.333333,1577.5,3623.58882682,2559.30696262,656,8600,2330.42857143,0,0.0334342196834,0.192121403301,0.0333603504759,0.274371596146,0.666666666667,"1"
"19121",14,1,0,0,1,486,165.8,325740,1846.07894737,3486.96452315,2512.30975817,56,3500,1718.66666667,0,0.0400001320375,0.839125917873,0.0400001084893,0.43696969697,0.692307692308,"2"
"19122",17,10,0,0,0,1000,480.875,321350,885.2,9000,4279.35949858,1300,3400,2375,0,0.0250008644378,0.0250425180766,0.734130999518,0.618637110016,0.916666666667,"1"
"19123",7,0,0,0,0,97,49.8,665183.333333,0,6300.96928328,4042.42220229,22800,29500,26150,0,0.0333597177914,0.0333358051727,0.866618500798,0.544777462121,0.5,"1"
"19124",15,1,1,0,0,5500,1641,176240,0,5500,2882.68105029,1000,5500,2416.66666667,0,0.0421464895781,0.289556102958,0.239459174955,0.490159855794,0.75,"2"
"19125",3,0,0,1,0,454,138.375,269762.5,2692.99065421,5791.93513514,3932.52840336,2200,2200,2200,0,0.150596790395,0.0252038244084,0.0252052226218,0.428505291005,0.7,"2"
"19126",3,12,0,0,0,0,0,0,0,0,0,1700,2500,2100,0,0.456497309785,0.020016938518,0.0212964785694,0.435975299211,0.814814814815,"1"
"19127",6,3,0,0,0,1200,304.4,223566.666667,0,3669.69822485,2364.02091638,789,1500,1144.5,0,0.0333352936539,0.0333349443133,0.864533029307,0.288446969697,0.625,"2"
"19128",13,7,0,0,0,932,118.222222222,305590,0,11110.6666667,4421.68812672,1500,1500,1500,0,0.0200073126825,0.219681707717,0.522832604823,0.430620155039,0.666666666667,"2"
"19129",7,1,0,0,0,176,84,278675,1604.63461538,3258.39466972,2461.01815045,1400,2600,2000,0,0.0500031191409,0.0501375996153,0.0506586225268,0.430227272727,0.733333333333,"2"
"19130",9,1,0,1,0,675,233.714285714,146911.111111,0,3265.27463155,1928.28109386,522,2700,1346.5,0,0.022226736183,0.0222250965317,0.0222250831375,0.466382034632,0.555555555556,"1"
"19131",6,1,0,0,0,565,226.818,266640,1264.38461538,5616.53448643,2970.53338181,735,19700,5107,0,0.614958071397,0.0200011827194,0.11982638665,0.520643939394,0.8,"2"
"19132",0,0,0,0,1,2800,767.428571429,135011.111111,0,4142.75,2221.34495859,0,0,0,0,0.466713110536,0.355158564685,0.133589340958,0,0,"2"
"19133",12,8,0,0,0,993,306,377689.3,0,9301.28571429,3887.81489836,6500,20300,13566.6666667,0,0.0200115928054,0.020000465488,0.919670526003,0.43971291866,0.666666666667,"3"
"19134",6,2,1,0,0,1700,353.666666667,177955.555556,1975,3907.96576087,3079.45162621,2100,5900,4000,0,0.0236023326287,0.182940239763,0.320664579895,0.472763347763,0.75,"2"
"19135",4,1,0,1,0,718,226,178725,1979.52380952,3257.76918825,2556.33113449,718,879,798.5,0,0.0251829638543,0.02500310997,0.0250001190953,0.53869047619,0.571428571429,"2"
"19136",4,0,0,0,0,412,280,299880,2974.15988909,4658.54381753,3649.39788977,10300,10300,10300,0,0.0400013357082,0.0400005891182,0.350901835532,0.442857142857,1,"1"
"19137",8,8,0,0,0,250,92.4,282085.714286,0,5971.67783505,3353.37592269,3300,3300,3300,0,0.0285752786288,0.323027885951,0.591232114019,0.413888888889,0.555555555556,"3"
"19138",7,1,0,1,0,1300,294.25,110453.8,0,3258.25816256,1690.83889657,1300,3200,2400,0,0.378127700697,0.125795848319,0.35246928003,0.483820816864,0.782608695652,"1"
"19139",6,1,1,0,0,428,227.666666667,269466.666667,3268.10298697,3913.80189959,3688.35648117,2300,4000,3133.33333333,0,0.732732119915,0.0669653979579,0.0669560097952,0.35367965368,0.833333333333,"1"
"19140",3,3,0,0,0,1600,387.333333333,160920,0,6979.73336619,3371.73295636,2700,2700,2700,0,0.0201502638225,0.1056798099,0.473878837861,0.446794871795,0.9,"1"
"19141",7,1,0,1,0,2800,672.714285714,92811.1111111,0,10256.5,2917.45976398,944,4500,2881.33333333,0,0.0222562909562,0.212172725228,0.022239392056,0.446079545455,0.833333333333,"1"
"19142",4,1,0,0,0,1500,319.25,293375,2249,19900,6558.77295177,2300,2300,2300,0,0.0250021575127,0.0250048777477,0.551388358187,0.497668693989,0.632183908046,"3"
"19143",7,1,0,0,0,176,90,435825,1447.24528302,5258.54063205,3019.60113116,889,1200,1044.5,0,0.0500033471638,0.0501466235174,0.799278377046,0.615567765568,0.846153846154,"1"
"19144",9,1,0,0,0,661,151.5,525325,2504.06802395,6002.39638387,4426.59054233,5000,5000,5000,0,0.0250243737303,0.23347821973,0.691303861714,0.476068376068,0.333333333333,"2"
"19145",4,0,0,1,0,162,31.6,279000,0,3490.16307076,2422.74289643,2200,2200,2200,0,0.0333604174393,0.196226614642,0.0333346239622,0.38752228164,0.846153846154,"2"
"19146",1,1,0,0,0,358,302.75,23400,0,2545.36257928,1590.87181046,0,0,0,0,0.839999128856,0.0400006667774,0.040000043875,0.278911564626,0.727272727273,"1"
"19147",9,7,0,1,0,416,287.285714286,153857.142857,2058.85245902,3332.25998225,2700.37283151,4900,4900,4900,0,0.0286146045121,0.0285816949106,0.028571536595,0.592761216057,0.5625,"2"
"19148",9,1,0,0,1,1300,415,211300,1300,3434.60753129,2240.38614656,1100,1100,1100,0,0.385406227676,0.250809456898,0.0402973832821,0.46185927599,0.6,"1"
"19149",4,0,0,0,0,97,41.25,843300,3306.75019365,7110.38292683,5182.25797486,3200,3200,3200,0,0.0500002574031,0.0500000899848,0.799963951784,0.504545454545,0.6,"2"
"19150",4,3,0,0,0,150,68.3975,336940,0,3575.19663636,2541.91951074,2200,45900,24050,0,0.83947649433,0.0400121208612,0.0400032267938,0.372727272727,0.5,"2"
"19151",9,0,0,0,0,1200,280.444444444,272822.222222,1500,4341.78362573,3089.06479874,798,2000,1299.33333333,0,0.0230652217802,0.0224254611221,0.0229526248179,0.435054945055,0.84,"1"
"19152",10,0,0,0,1,554,202.857142857,182512.5,0,3885.03582803,2322.18417542,0,0,0,0,0.0250026037644,0.150202659971,0.534251595158,0.396666666667,0.666666666667,"1"
"19153",18,1,0,1,0,633,234.3,48060,1465.73333333,3795.528463,2347.8063387,0,0,0,0,0.358309945423,0.119994632473,0.113977410329,0.431990891053,0.696428571429,"2"
"19154",4,1,0,0,0,342,220.25,311450,2347,3314.42627945,2901.21239729,0,0,0,0,0.300267564669,0.0500009364304,0.0500000632744,0.563811188811,0.916666666667,"2"
"19155",6,1,0,0,0,715,407.25,16583.3333333,0,3725.35897436,1758.14563967,870,5000,2935,0,0.587677414407,0.205545779169,0.0333507434852,0.466944444444,0.8,"1"
"19156",15,5,0,0,0,2000,483.285714286,227000,894,4628.18560606,2863.72835599,1000,3600,1630.76923077,0,0.0285716400429,0.0285716671023,0.0286194642851,0.490508533612,0.770642201835,"2"
"19157",3,0,0,0,0,414,331.6,506780,3228.84344516,7184.31952663,4875.97046852,22800,22800,22800,0,0.0400966042322,0.0400215972429,0.839647227597,0.505773809524,0.48,"2"
"19158",3,0,0,0,0,782,407.6,19685.7142857,0,2631.34513274,1583.7172084,7800,22800,15300,1,0.0286090027325,0.0286381811817,0.885268567408,0.56803030303,0.59375,"4"
"19159",11,3,0,0,0,563,161.75,550275,1799.125,3421.27856746,2935.66393504,1700,2100,2000,0,0.526106719857,0.0501441626185,0.323676392742,0.426504844362,0.923076923077,"2"
"19160",5,0,0,0,1,599,348.9,157440,1496.17391304,3371.42425458,2510.87888628,0,0,0,0,0.0200009621739,0.918766416005,0.0212236346236,0.597727272727,0.928571428571,"3"
"19161",20,0,0,0,0,1200,500.75,153920,0,3365.8545479,2160.42495698,1200,41800,11450,0,0.0401318236809,0.0401070265107,0.0400737728977,0.487972085386,0.863636363636,"3"
"19162",8,0,0,1,0,116,24,449737.5,1610.09803922,4277.16158818,3046.44677231,843,2200,1347.66666667,0,0.0252875005398,0.0250472404356,0.149714320396,0.456408808583,0.695652173913,"3"
"19163",3,1,0,0,0,150,54.5983333333,318700,0,4265.15533981,2919.86801192,2600,2600,2600,0,0.316239487272,0.0285743540062,0.0306702461608,0.378921568627,0.916666666667,"2"
"19164",20,1,0,0,1,778,279.5,254688.888889,0,6436,2690.41668764,2500,23100,9600,0,0.0222231945905,0.911107485284,0.022222865041,0.355131964809,0.590909090909,"1"
"19165",78,14,1,0,0,537,349,138366.666667,0,4801.18181818,3285.95950205,549,2700,1649.85714286,0,0.524460445721,0.0334599690874,0.0348344815756,0.502983293911,0.783950617284,"2"
"19166",14,0,0,0,0,750,157.686666667,415077.777778,935,6781.04917808,3905.58137288,3600,5600,4600,0,0.448726593537,0.0222841010323,0.376380688547,0.461528980279,0.878787878788,"3"
"19167",5,1,0,1,0,840,335.4,321360,1992.5,4420,3205.54503433,2100,14300,8200,0,0.0400010935785,0.0400704217528,0.040000790609,0.540311771562,0.756756756757,"2"
"19168",2,0,0,0,0,463,371,31120,0,5953.83870968,2867.96992297,504,504,504,0,0.0401432119342,0.0403891648879,0.0401161691631,0.319642857143,0.5,"1"
"19169",13,10,0,0,0,440,162.333333333,356033.333333,3284.41786893,8617.95855856,5721.23887188,1800,1800,1800,0,0.0333333539188,0.0333333422616,0.866560849377,0.626271645022,0.608695652174,"3"
"19170",14,9,0,0,0,783,286.74,496871.428571,886,6865.2618192,4619.89924465,672,9900,5286,0,0.0285724991697,0.0285720621788,0.885339815342,0.605659536542,0.714285714286,"3"
"19171",7,1,0,0,1,4500,684.888888889,255688.111111,506,7929.66666667,3263.64865207,939,6500,2859.75,0,0.127286715163,0.805506182488,0.0222243338613,0.529160300484,0.655172413793,"2"
"19172",6,1,0,0,0,531,193.333333333,130033.333333,0,3413.40105573,1685.78773733,3600,3600,3600,0,0.0222310517429,0.0222281822213,0.0225094388008,0.384511784512,0.769230769231,"3"
"19173",7,1,0,0,1,579,232.6,206740,1092.875,3573.79003998,2141.9388701,2200,2200,2200,0,0.0400007256853,0.639654601268,0.0400000955519,0.436054421769,0.375,"1"
"19174",9,1,0,0,0,217,65,456580,2129.67910448,3584.90587818,2892.63535119,2000,2000,2000,0,0.24051315802,0.237549148498,0.0400000718171,0.381597222222,0.647058823529,"1"
"19175",8,1,0,1,0,570,176.222222222,176544.444444,1899.93478261,3582.28129032,2776.20319234,1400,6000,3700,0,0.134274704456,0.134009072888,0.0222224939698,0.422747815456,0.827586206897,"1"
"19176",8,3,0,0,1,496,115.6,212033.333333,0,3566.29788618,2096.58087193,0,0,0,0,0.0333363383612,0.866656493954,0.0333353104099,0.468315026599,0.666666666667,"1"
"19177",11,1,0,0,1,696,215.875,160637.5,1294.625,4138.987061,2616.31806325,3100,8100,5600,0,0.0250024386902,0.585508153241,0.0250636198176,0.362602381969,0.857142857143,"2"
"19178",3,0,0,0,0,544,135.25,301660,0,7122,3353.32550991,2800,2800,2800,0,0.0400038479375,0.26529966662,0.612872723814,0.389036195286,0.428571428571,"1"
"19179",8,1,0,0,1,952,272.75,225379.25,634,3665.17142857,2598.96374961,0,0,0,0,0.0250008972964,0.761683641869,0.0250004105531,0.413951070859,0.787234042553,"1"
"19180",6,16,0,0,0,504,219.1,240290,2056.08695652,7576.65957447,4381.02699542,1300,82000,28433.3333333,0,0.0200002540842,0.0200000437781,0.0816912898023,0.608578431373,0.5,"2"
"19181",2,2,0,0,0,0,-1,251614.285714,0,4556.51179245,2498.92953274,0,0,0,0,0.0291271504596,0.0286354252276,0.0288981360685,0.519645808737,0.790697674419,"1"
